,0,1,2,3,4,5,6,7,8,9,10,11,12,Gender
27,-163.51874,151.78275,-75.20043,47.44632,-2.8947935,31.42936,-13.04603,-0.34096742,17.85265,16.252665,-15.855921,-10.951359,4.842396,Male
28,-164.95552,181.7529,-51.441772,53.02246,12.128984,29.76226,-15.064667,-9.719582,2.0712144,17.930122,-4.349409,-6.2616806,2.8230765,Male
29,-152.61763,203.86185,-61.922935,37.383003,7.0370784,6.1536493,-4.0001025,0.6084138,-25.300774,8.165442,2.1235397,-4.5288305,5.670072,Male
30,-142.67256,196.55629,-84.41763,31.344172,2.2643485,-12.728098,-3.3546088,6.791281,-39.751907,5.900509,0.28759116,-0.3600037,17.77898,Male
31,-147.59514,193.25888,-88.99376,31.643944,8.154888,-17.06094,-5.123684,5.8885074,-47.1408,2.0790741,-3.6402314,-0.43700314,20.304337,Male
32,-146.40463,203.6531,-86.01541,32.575253,29.773964,-7.103817,-14.454363,-3.5008116,-48.28243,4.042864,-7.7721004,-10.896889,11.806894,Male
33,-155.84222,207.89027,-71.28036,29.984226,34.27874,9.53396,-22.310207,-8.041931,-41.546295,-0.21311465,-2.5938222,-19.357553,5.0377054,Male
34,-239.15323,196.31454,-40.24662,24.973068,42.967796,22.804432,-14.781626,-14.962071,-28.982132,0.12612647,3.391429,-20.20488,1.0234638,Male
35,-408.47302,143.53743,16.032215,28.024015,56.08412,38.638012,4.077423,-12.064884,-1.4918237,8.300548,0.71503437,-14.458525,-6.1797633,Male
36,-285.35538,104.75499,-60.83459,64.2764,6.463587,-9.925723,2.2227154,16.85532,0.9154124,2.9628124,3.0945263,0.09604359,2.8690429,Male
37,-164.61661,102.46789,-72.986694,87.95705,-20.048277,8.263529,-11.524739,26.213627,0.678534,11.362252,0.83194387,-5.007451,15.080217,Male
38,-150.20049,105.347305,-61.691628,102.92383,-12.921909,16.2308,-16.996313,26.58056,3.0393481,12.910886,-6.192196,-13.157383,17.860605,Male
39,-169.96071,148.07172,-35.320198,92.01882,11.545692,19.70626,-23.802727,7.5541,-3.2585387,14.419413,-7.38817,-20.887924,5.172383,Male
40,-191.92291,192.33383,-37.13897,52.357067,37.37732,11.752578,-18.07338,-0.2619576,-14.201443,17.796915,-15.34458,-16.952257,-6.431852,Male
41,-227.59285,190.03583,-36.50286,46.42773,42.380653,14.127815,-8.600964,0.524483,-7.543211,7.494399,-14.458582,-19.121754,-9.200542,Male
42,-271.09952,176.97324,-25.784782,46.192863,31.628128,10.564197,2.5994647,13.315731,9.755727,-10.428152,-25.522106,-15.86668,5.058596,Male
43,-228.42712,174.19022,-52.749813,71.96736,38.016685,-14.649048,4.007947,24.584068,-3.6744313,-18.027313,-24.706104,-16.779888,6.191391,Male
44,-187.59145,153.31491,-60.89222,101.08423,30.554047,-22.089222,-3.1385832,31.844776,-13.14608,-10.74286,-23.901245,-20.128757,6.3042393,Male
45,-207.88069,115.55769,-45.608315,129.15366,18.070328,-27.345562,-5.147722,36.950768,-9.393377,1.7602156,-14.70641,-25.475956,-4.114899,Male
46,-223.80106,114.137665,-26.670515,131.23514,6.9317346,-27.866344,-1.8534217,30.237083,-11.663423,10.456417,-6.955243,-25.48283,-8.608401,Male
47,-231.46703,132.3682,-28.855343,121.45456,15.843827,-30.764261,1.7416849,22.982058,-12.882176,9.875067,-7.7687836,-23.45639,-3.285424,Male
48,-235.64972,144.30353,-39.180683,110.01996,31.415535,-27.161343,-0.34003317,17.504986,-12.294571,5.031235,-11.521196,-22.922314,2.740158,Male
49,-231.38965,156.90184,-38.406723,97.19545,39.95524,-14.110907,-7.3116217,12.918684,-8.52625,3.2394757,-13.257633,-23.349354,7.0587707,Male
50,-245.67325,163.99588,-33.024246,78.20055,42.86505,0.2626353,-11.766718,4.9591923,-5.5494375,1.7349629,-13.7286625,-26.420181,0.94150615,Male
51,-270.91632,168.69312,-24.62244,53.87946,38.119606,13.450899,-9.66607,-2.4732363,-5.81742,5.0764465,-4.076288,-21.20977,-1.8127949,Male
52,-227.9901,199.1605,-28.856499,40.050774,22.542294,5.9053617,-14.517055,-11.386776,-18.438797,3.343287,5.9431095,-13.278418,0.47440332,Male
53,-190.9089,208.67654,-42.03401,31.896587,8.319555,-0.86205876,-17.434357,-11.274355,-22.901436,8.5310755,13.590225,-8.030636,3.3998637,Male
54,-187.35533,216.81473,-55.417816,10.869608,-2.3659172,-9.442421,-11.381676,-9.922731,-22.892056,14.664453,15.787336,-5.133502,3.821491,Male
55,-170.32027,211.50967,-69.18457,10.064371,-10.529587,-18.703482,-5.0921617,-2.0353878,-29.987206,21.854568,16.887318,-5.3709326,7.728367,Male
56,-172.65843,200.83316,-61.42381,22.647053,-6.3230143,-12.655758,-8.0503235,-1.6830431,-34.89795,17.636395,14.714886,-5.610838,8.092165,Male
57,-233.57376,190.51416,-32.49622,25.602718,4.3618,-4.699669,-4.4344616,-1.9606994,-32.051125,11.805002,14.185146,-5.919912,2.961013,Male
58,-377.20145,132.84305,21.072954,24.279911,7.925761,19.130451,-3.0942748,1.9088182,-13.61977,6.9293466,15.687713,-2.1020722,-3.1975298,Male
59,-420.3137,78.965225,12.938618,40.599064,1.4684174,23.891811,3.9317436,5.1952477,4.8235216,7.208828,6.4192643,1.68316,4.803854,Male
60,-426.02722,79.727036,16.762777,45.303192,8.708966,27.62714,6.794264,6.2277155,8.088703,8.770709,7.9464574,9.549438,11.377083,Male
61,-364.43915,122.63983,-19.924265,28.072865,11.799812,9.839764,13.000597,10.5352,8.900171,10.609156,6.655161,-0.00677675,8.3997,Male
62,-224.5934,173.42361,-30.798256,50.555748,7.1084576,11.994739,-5.332552,-1.2827171,-17.198593,0.27568698,5.048882,-11.514609,1.6161013,Male
63,-163.80533,186.99194,-40.267006,57.660694,3.2853847,11.201692,-16.23341,-3.2639303,-33.65942,-0.44940758,9.653212,-16.798119,0.7919992,Male
64,-159.62282,181.00525,-52.91379,57.737144,2.445056,3.4352245,-20.221632,-8.0386305,-36.427162,2.6955757,13.239885,-12.755117,4.3314013,Male
65,-171.56583,175.49037,-64.46315,46.093193,3.1113336,-1.298298,-18.708706,-4.127967,-30.152115,11.8308,17.309158,-5.0658813,11.66983,Male
66,-171.44614,188.19357,-64.9138,34.226906,0.9091681,-1.2932899,-16.993988,-7.389762,-25.253815,16.13103,17.759914,-4.7949724,9.672118,Male
67,-181.34254,198.96503,-57.092075,20.803215,-4.5947046,-0.11588347,-14.688867,-8.978463,-20.57236,18.264624,13.978542,-6.730195,10.217842,Male
68,-198.18016,204.60168,-46.61602,12.523211,-3.4204035,-0.8043219,-14.632811,-7.9333606,-18.966873,21.424759,13.753494,-2.417745,10.965815,Male
69,-207.43034,209.8349,-40.99415,8.248016,-2.6209335,-5.12677,-15.532523,-6.286793,-23.44585,19.026384,20.472992,5.5165925,12.064182,Male
70,-211.46074,216.31528,-39.543327,2.7657127,-3.0515323,-6.6537848,-12.308382,-3.1339898,-22.558094,16.067856,25.166702,11.28517,10.913198,Male
71,-210.002,220.66023,-41.674225,-0.3372734,-7.9346952,-14.216754,-4.4402094,4.3446426,-24.303493,16.50991,24.76461,7.37927,13.003791,Male
72,-216.36649,216.49652,-42.441967,-4.9070096,-6.949233,-13.165705,-8.970277,10.879696,-20.161942,11.216467,24.513132,5.7077074,16.215155,Male
73,-224.74478,216.98218,-44.952034,-12.126386,-0.32958752,-8.40421,-11.824135,13.513451,-15.354042,2.3094459,24.320248,8.710492,14.478424,Male
74,-241.32722,223.59293,-37.762924,-21.38337,6.9441442,-2.592032,-15.934668,11.112434,-10.006929,-2.990215,20.854414,10.618782,13.219147,Male
75,-249.07504,232.8179,-25.625874,-27.641981,9.978636,5.691313,-22.20153,3.4732723,-5.75893,-2.3591895,15.684392,6.503246,9.8473015,Male
76,-252.13277,216.71921,-31.334103,-20.259361,21.599434,15.427658,-21.866638,7.1236625,-7.844128,4.9965506,20.648767,1.4681854,3.9168205,Male
77,-287.4221,187.56291,-37.365852,-12.962242,26.380043,19.323029,-9.565857,5.2389183,2.2451284,18.048115,15.749137,-2.3627477,-1.3391565,Male
78,-338.08884,158.81415,-31.9542,-9.093072,20.38292,24.770765,5.104309,3.7226932,18.286057,16.778461,9.128605,-0.25217062,-6.5161967,Male
79,-403.8802,121.713234,-14.951305,1.1426647,23.194004,28.82322,6.2870684,-2.400925,16.40506,13.976047,6.208199,2.643059,-5.209276,Male
80,-455.9591,105.699326,16.653313,20.738731,19.593313,9.422885,11.057499,7.1487594,9.455429,8.354092,3.3173747,4.63523,2.1623077,Male
81,-447.0787,105.84473,14.236069,27.492891,18.568909,7.8461437,15.808748,6.7909927,5.8165784,6.8461304,1.7677333,3.9134307,3.0226912,Male
82,-419.17993,106.99243,-14.695541,11.912468,24.183054,15.6194935,13.987026,6.4344025,-0.2524348,7.486393,-2.1869779,-1.825657,13.078972,Male
83,-421.4197,105.99646,-14.919533,12.301498,25.072758,16.414606,14.796421,4.6797132,-2.8964405,3.5641377,-5.938157,-3.5891848,11.846832,Male
84,-450.6686,112.194824,18.059769,15.557667,12.175896,8.256569,18.452023,9.396772,2.7924411,1.8237977,-3.9070344,0.3623184,3.9505293,Male
85,-463.10315,109.20119,25.219484,12.002558,8.255335,6.9343348,14.201003,11.571092,5.9444933,0.8794543,-0.5124722,1.795495,-0.21384907,Male
86,-464.6066,106.68592,24.719448,16.638678,14.034843,6.6513996,8.903772,8.206799,4.2169366,-1.3133166,2.1080408,8.175434,2.5251765,Male
87,-460.38702,111.53244,28.113045,21.111732,16.502275,6.244382,12.699661,12.813654,5.6558447,2.1515856,6.745249,9.737847,2.22331,Male
88,-460.65475,111.24309,28.644945,23.85872,21.323336,11.924489,17.665035,15.690926,9.755446,6.8998833,5.00504,5.4845667,0.6337149,Male
89,-381.16327,184.02342,47.848152,17.660324,3.741342,1.5930606,13.57444,14.873004,7.529954,-6.614624,-10.791496,-3.2621226,-3.9610944,Male
90,-313.59738,208.92975,27.919594,12.3817425,0.17021424,-1.4132769,14.13929,24.458473,-1.2025285,-14.031306,-24.57222,-9.944523,3.2791758,Male
91,-251.68413,209.01157,-15.492058,9.281561,13.986582,12.574398,19.633532,27.71137,-16.952404,-12.748598,-23.30854,-4.1041865,12.859596,Male
92,-217.1053,203.77011,-45.893497,22.458847,41.40262,19.641289,7.008741,17.89522,-21.072174,-6.3641386,-16.137163,-6.624707,7.2749133,Male
93,-219.90685,182.43164,-49.90385,57.830307,49.08728,7.9608626,-2.1731935,2.3517866,-17.654936,5.787539,-9.543699,-11.958788,-2.4410892,Male
94,-187.26312,144.2437,-55.169563,88.2119,6.33284,-0.7808248,2.9158297,9.565634,-9.616828,18.324165,-2.9644384,-7.334579,15.954477,Male
95,-178.1479,145.42801,-55.237892,84.87461,1.7278485,5.028554,0.6902434,7.564513,-6.0994577,25.39878,1.2482214,-9.420455,14.65741,Male
96,-189.7261,161.59177,-57.08702,55.15,5.3035164,10.974154,-4.6535797,11.3283615,7.602486,29.524529,7.6943903,-14.582697,-6.12545,Male
97,-177.75832,164.73645,-72.681175,36.193703,-5.320735,18.656738,3.215648,17.954716,12.193659,22.966368,16.208965,-8.488334,-10.498455,Male
98,-168.79257,190.21194,-68.18204,21.427412,-5.0556755,18.936321,3.2844095,15.166839,0.122561276,8.280346,19.223694,-4.2976017,-11.174845,Male
99,-166.02542,198.88742,-79.79988,10.366019,2.9041193,10.013458,-6.8643436,16.71845,-4.806737,3.6059208,27.483625,-7.627047,-11.581954,Male
100,-162.3109,201.2767,-90.89992,7.0581303,6.7508535,1.9082823,-9.89126,17.745213,-10.364866,1.585199,31.393253,-10.502241,-7.8518267,Male
101,-153.25931,217.62277,-86.88469,-3.8137364,0.6503492,-1.3085593,-11.862986,16.25216,-14.308295,0.31295538,30.618977,-10.972504,-5.0114837,Male
102,-161.87521,226.34128,-69.54868,0.18118608,0.65620595,0.31402862,-5.8296432,16.129168,-14.071954,3.310967,28.076027,-8.860811,0.072562456,Male
103,-181.04274,209.17192,-47.223057,11.047805,-4.3272686,11.156381,1.902997,21.56686,-7.16082,13.168474,20.895042,-0.7567206,1.0662472,Male
104,-232.65967,149.57736,-19.271507,37.486046,-19.29041,26.283047,4.5233884,24.364676,2.5129404,20.674313,15.588234,3.8093376,1.110963,Male
105,-285.98148,84.097404,-27.896252,68.21935,-4.27664,23.369019,-0.8077673,25.373102,0.1298818,16.875677,8.226806,2.9740014,10.028278,Male
106,-283.56458,87.257454,-33.435814,81.28252,2.2088702,10.904563,4.5262327,26.509281,0.54282224,17.051176,4.8845606,1.0747169,13.984664,Male
107,-351.98285,86.89356,-25.59645,73.9571,9.488092,-0.55012506,20.853947,16.156757,2.5919275,14.062132,4.30874,2.050136,8.441658,Male
108,-253.03516,135.4269,-29.229275,66.172005,-3.7072616,12.159615,9.614603,12.587535,7.658046,10.515997,-14.692034,-11.380104,1.3905755,Male
109,-176.52592,164.74356,-38.25717,83.14896,14.843012,14.418717,-10.491644,7.1135235,-2.9668818,7.5732756,-16.884537,-19.98397,-7.547647,Male
110,-184.20282,183.20815,-41.440704,73.01128,34.659637,7.145067,-15.048414,4.131117,-13.784813,8.446644,-13.972555,-22.170818,-7.697825,Male
111,-270.80646,185.69827,-25.045113,51.1059,54.06021,1.0725334,-5.9222546,1.3299998,-14.025827,9.141388,-11.969363,-19.199097,-9.470647,Male
112,-428.70334,140.2886,36.793026,34.63746,42.612495,24.194668,11.02904,6.046754,3.0736127,1.7131876,-1.6178648,-8.890869,-8.02042,Male
113,-409.87238,121.81355,11.246681,48.073753,39.59721,14.758148,14.657896,7.164536,0.28751844,0.4997148,1.1745366,5.742756,5.2298193,Male
114,-290.473,150.32483,-11.169271,94.67527,51.90799,-4.4160957,5.921488,18.993164,-9.506712,-5.4290047,-9.754279,0.7601972,1.2887188,Male
115,-253.06061,158.43251,-17.677197,107.589966,53.151985,-15.0859165,0.853421,23.404572,-16.592007,-2.2686558,-13.358362,-9.1632395,2.9448705,Male
116,-277.78143,142.48346,-17.109842,100.775894,47.074154,-14.651983,1.4638206,24.257343,-16.99715,-3.377818,-15.634797,-14.216801,1.1354853,Male
117,-297.4757,134.2114,-7.0955725,91.35091,39.325188,-6.440502,-1.7856516,23.778008,-15.053605,-6.5055494,-15.995619,-11.395304,4.151638,Male
118,-261.72168,153.73804,-14.748398,87.59718,38.90379,-16.998098,-22.552652,16.783459,-17.047493,-12.628188,-19.742992,-13.0214,6.7909927,Male
119,-233.61159,173.78987,-23.55905,76.46644,34.577362,-20.768328,-32.37969,7.329347,-13.882906,-9.281276,-19.890882,-15.573887,7.8816743,Male
120,-229.16023,179.55383,-30.864685,66.35399,29.894035,-18.172272,-25.994953,-0.6679522,-12.138324,7.9956255,-9.900678,-13.570066,9.52986,Male
121,-234.04828,185.01918,-30.821983,60.60593,29.857525,-14.172512,-13.964325,-0.23599517,-12.467756,13.282437,-9.462473,-20.329964,3.3487031,Male
122,-272.22873,190.83763,-11.3936,55.748405,29.770279,-10.621618,0.023059983,-0.8269979,-9.651298,8.812848,-12.691076,-28.787945,-2.1779099,Male
123,-318.25156,182.5939,7.3805676,45.80895,22.916782,-2.1427836,10.570503,5.785774,3.637904,5.5901556,-11.394287,-26.67162,-11.53469,Male
124,-256.9512,187.89278,-15.235088,48.21476,13.266399,-3.9327288,-0.87945914,-7.46778,-11.369795,14.764629,-6.023942,-26.185665,-6.9971857,Male
125,-242.20825,190.07962,-23.199352,41.079582,12.568777,-2.533389,-6.618205,-8.431992,-15.404554,19.361526,-1.9159436,-25.039875,-3.4154098,Male
126,-247.20381,191.4939,-19.398808,45.774334,15.500161,-5.493469,-5.944874,-2.8643787,-6.4131503,23.524181,2.4768155,-22.91306,-0.88658226,Male
127,-297.405,179.15985,-1.0992863,49.28048,20.052656,-1.1022717,2.5890477,0.9800081,9.056114,19.449093,-3.9320583,-16.065094,-4.525458,Male
128,-289.60037,127.994064,-32.693523,53.25155,3.1545138,10.9974165,12.677535,19.18137,6.695074,-2.4492102,7.722604,5.5724335,-5.881552,Male
129,-185.6892,121.9939,-73.78789,60.29622,-16.044106,16.996605,-2.2802248,14.422989,-7.4131694,-3.9950933,10.634167,7.4047937,3.0710323,Male
130,-180.37184,129.13684,-67.502914,63.455856,-12.53967,19.353561,-1.8991444,18.760822,-3.1281047,1.7750354,11.287828,3.6765661,3.357152,Male
131,-190.99796,168.48648,-50.870426,49.445694,3.5963707,9.464853,-16.915102,12.508074,5.837296,19.385735,15.355688,-10.308128,1.720624,Male
132,-166.65376,191.38835,-64.413284,35.31289,7.320757,0.57290494,-20.743063,8.496027,-5.825487,17.557774,15.572593,-16.324747,0.3629529,Male
133,-184.93617,197.27917,-69.38179,26.033306,16.78577,-8.954035,-19.682566,7.8475013,-10.875092,14.992245,18.35915,-16.680939,-1.5852919,Male
134,-222.374,195.48111,-52.811813,27.04834,30.519455,-5.8233147,-19.873198,5.1070156,-9.610158,14.593085,14.375109,-15.241373,-5.5867577,Male
135,-279.49023,189.2241,-16.284615,29.85968,40.694107,11.514008,-16.327658,0.48416653,-0.4787836,12.993816,1.1183016,-18.446806,-9.553333,Male
136,-318.5528,188.50063,6.2401485,35.350296,45.30304,15.573222,-8.858984,3.353821,14.857946,3.3011937,-11.920643,-19.599262,-15.445512,Male
137,-328.56335,181.78598,20.47947,46.95053,32.65377,12.834578,1.6694616,14.871052,23.94333,-3.0400605,-19.040195,-18.402876,-12.858853,Male
138,-311.3932,147.83588,1.0676656,72.16029,20.516987,13.602522,25.530525,16.634892,1.0211205,-0.012879908,-6.1204104,-8.461576,-4.243505,Male
139,-221.14488,116.0897,-54.73741,78.46911,-3.2083244,19.789463,16.44321,22.592323,-4.895153,0.9464778,-2.5193605,-2.869084,5.84982,Male
140,-194.86972,126.11313,-53.55892,81.58537,-0.80163383,22.436056,0.6005675,12.416985,-3.829035,7.1738334,-4.259945,-7.2217646,8.000989,Male
141,-209.19005,170.23883,-33.059013,67.61969,16.8124,11.386595,-19.049492,-5.7795315,-3.6292286,5.6951356,-5.9917507,-9.632515,5.7938404,Male
142,-234.39337,191.26018,-27.898766,50.423508,32.616734,-2.646026,-25.988277,-5.646386,-12.317213,4.0348845,-4.644972,-15.288923,8.985671,Male
143,-270.6626,182.66464,-19.51207,53.060013,39.86434,-11.572464,-28.18758,-9.84086,-6.0744047,9.343956,-9.824016,-6.5138254,9.895277,Male
144,-290.14078,166.99019,-14.341248,63.202126,35.6769,-19.942017,-24.471344,-2.1298277,5.02732,7.7215366,-22.196804,1.05439,7.210307,Male
145,-325.90515,156.61792,-1.96081,59.51217,30.365334,-16.300726,-6.6979456,19.18031,15.96013,-8.389616,-29.790422,7.7385125,2.3480399,Male
146,-365.06528,163.80363,16.751793,41.903603,36.27063,6.4427977,3.5563831,19.746891,25.110985,-14.569941,-26.560905,2.436444,-5.3852167,Male
147,-390.93155,147.38063,20.046297,39.72339,38.430546,19.007515,11.553949,18.849377,18.957748,-10.03908,-13.423864,-0.3197354,-5.1683836,Male
148,-413.93472,123.272865,13.608872,35.217537,29.08147,18.255322,19.704414,18.962818,11.402622,-2.289094,-5.539773,-0.9493152,0.87457633,Male
149,-434.92548,102.30136,13.201019,33.20748,14.345581,9.988936,14.065943,7.9874516,4.1425915,1.1979175,-2.6610765,-0.43057728,3.3971734,Male
150,-455.75467,92.882965,14.800836,28.914845,10.415026,3.1296868,5.4520483,1.3323815,7.3064384,3.0093756,-3.6564496,0.4771301,0.41615582,Male
151,-470.58923,97.95779,22.608755,20.197624,15.658108,7.073921,4.9684234,0.81259584,3.2364664,2.135545,-3.9926271,-1.0541928,1.8302579,Male
152,-474.80725,100.12128,25.876583,19.354855,18.810032,8.226829,5.9337444,3.5040753,2.641246,1.3165722,-3.1216211,-2.4564326,1.8534372,Male
153,-471.09338,98.95221,21.347591,19.49657,19.420712,9.301302,7.523528,4.3160977,5.140663,4.3985476,-0.53849185,0.874972,4.163718,Male
154,-467.41895,102.216415,21.013885,16.346685,19.032097,12.164382,7.274887,5.0060863,7.4406633,3.630443,0.13078225,3.2835073,5.83184,Male
155,-465.74518,105.50902,25.248848,16.232098,15.709733,12.314066,9.131688,5.0502486,4.3200865,-0.27021626,-0.9993795,4.3162208,6.6826,Male
156,-468.1302,101.91974,24.377037,19.405476,17.367687,12.224123,10.5401,6.7825966,6.497753,2.4530394,1.807137,8.54624,10.464176,Male
157,-464.645,105.7946,27.304466,22.532251,20.596165,12.465719,9.225608,8.915887,7.9665203,2.2815762,2.6536589,7.538142,8.837355,Male
158,-469.0357,105.21541,29.8483,22.674322,20.385433,11.609289,9.783501,8.744426,5.7308397,1.9117112,5.18258,11.024443,9.208012,Male
159,-471.33975,101.80251,25.503567,19.280848,19.107254,10.881479,7.3269978,5.4308696,9.165165,9.395952,7.8643947,9.348518,6.9214754,Male
160,-475.41052,98.76291,25.761063,19.477724,19.759716,10.158057,4.802203,5.615448,10.089985,9.905156,5.7849083,3.1360567,4.619962,Male
161,-477.334,95.573906,25.08556,21.217522,19.649,11.752504,10.187078,9.420273,9.416937,4.9386053,-0.28647056,1.7445422,6.427783,Male
162,-474.56027,97.96003,26.56126,20.72224,13.915119,7.2991686,10.323192,7.1483145,4.194263,2.0062542,-0.14573935,1.9404744,5.2061663,Male
163,-470.65973,103.228195,31.221888,23.834078,13.771567,7.2697725,11.252272,4.763628,2.909658,3.52664,1.6089907,3.1961856,2.8389707,Male
164,-467.39066,105.83675,29.150536,24.31931,21.57931,12.125263,10.007559,3.7799065,2.2291799,0.13030696,-1.0327742,5.1607237,5.3910704,Male
165,-463.89038,100.44564,24.326073,28.346157,19.897602,13.500238,10.697215,-1.9661326,3.1061308,3.552771,1.9188939,8.5887375,4.6453037,Male
166,-447.46442,101.48139,16.637726,26.942528,11.974503,18.416145,11.739994,-14.634812,2.48259,12.603909,10.041866,8.919121,-0.13411707,Male
167,-449.7402,103.9075,14.285627,18.438904,11.790628,17.835037,9.652638,-13.914214,2.6417632,9.519844,4.279664,6.4102163,-1.8731693,Male
168,-453.99026,103.94806,14.068762,17.006363,15.740173,16.97099,9.496967,-9.32733,5.718045,11.77537,4.112977,8.320968,2.271581,Male
169,-461.7867,107.555824,22.427158,16.395643,18.275602,14.341234,10.865802,1.8366177,3.5984669,5.0153103,5.1247797,6.2721243,-2.3307598,Male
170,-472.61923,102.877716,23.598995,13.977995,20.070675,14.068012,13.464708,11.87354,3.4935822,-1.2930176,0.84502554,2.2828588,-0.42985353,Male
171,-480.7099,94.4717,23.303041,18.744234,19.75893,10.250895,12.504375,9.715668,0.23223975,-3.763375,-2.5320373,1.4276317,2.3872285,Male
172,-480.43536,93.23276,26.141188,27.607758,24.193754,8.646475,9.705454,7.955983,-2.60916,-8.139534,-1.1723859,7.0284643,5.970764,Male
173,-477.0995,98.53154,32.41005,14.266902,18.296436,17.066938,13.026161,3.396184,-3.660143,-0.07665609,2.4147143,-0.724368,-0.81461054,Male
174,-473.61755,101.075806,31.039984,12.8071375,18.54142,13.900913,6.4973745,2.7089577,1.0421131,1.372085,3.0659482,3.5797396,1.9573112,Male
175,-476.81024,97.41685,27.870699,10.685926,18.848566,14.058977,7.0764694,5.936847,2.7645721,0.8959589,5.425969,7.7679005,3.724383,Male
176,-478.26645,96.20141,28.807272,11.700744,17.034023,12.9909725,10.067258,8.996223,3.8012507,0.948534,3.119955,5.4778595,4.6787987,Male
177,-476.7758,95.51341,26.53376,12.146729,16.955906,9.768318,7.953367,11.224419,6.2748637,-0.32401863,2.469192,7.863776,5.541734,Male
